Original;Split
INS(ōrītāverātis);INS(ō),INS(r),INS(ī),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(mātāru);INS(m),INS(ā),INS(t),INS(ā),INS(r),INS(u)
INS(tīre);INS(t),INS(ī),INS(r),INS(e)
INS(ōnāminī);INS(ō),INS(n),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(ōnānī);INS(ō),INS(n),INS(ā),INS(n),INS(ī)
INS(erimus);INS(e),INS(r),INS(i),INS(m),INS(u),INS(s)
INS(īcāvī);INS(ī),INS(c),INS(ā),INS(v),INS(ī)
INS(īverās);INS(ī),INS(v),INS(e),INS(r),INS(ā),INS(s)
INS(ōgīō);INS(ō),INS(g),INS(ī),INS(ō)
INS(ūrāverim);INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(m)
INS(īseran);INS(ī),INS(s),INS(e),INS(r),INS(a),INS(n)
INS(ōcēdunt);INS(ō),INS(c),INS(ē),INS(d),INS(u),INS(n),INS(t)
INS(exerant);INS(e),INS(x),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(ōlē);INS(ō),INS(l),INS(ē)
INS(sābi);INS(s),INS(ā),INS(b),INS(i)
INS(ērādimus);INS(ē),INS(r),INS(ā),INS(d),INS(i),INS(m),INS(u),INS(s)
INS(īvīsūrī);INS(ī),INS(v),INS(ī),INS(s),INS(ū),INS(r),INS(ī)
INS(āgāverās);INS(ā),INS(g),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(s)
INS(ītāverō);INS(ī),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(ūsōr);INS(ū),INS(s),INS(ō),INS(r)
INS(āmin);INS(ā),INS(m),INS(i),INS(n)
INS(ībābām);INS(ī),INS(b),INS(ā),INS(b),INS(ā),INS(m)
INS(ēlābitur);INS(ē),INS(l),INS(ā),INS(b),INS(i),INS(t),INS(u),INS(r)
INS(ēsōlārēti);INS(ē),INS(s),INS(ō),INS(l),INS(ā),INS(r),INS(ē),INS(t),INS(i)
INS(īdārem);INS(ī),INS(d),INS(ā),INS(r),INS(e),INS(m)
INS(ōvit);INS(ō),INS(v),INS(i),INS(t)
INS(ssuērun);INS(s),INS(s),INS(u),INS(ē),INS(r),INS(u),INS(n)
INS(āserō);INS(ā),INS(s),INS(e),INS(r),INS(ō)
INS(ȳrē);INS(ȳ),INS(r),INS(ē)
INS(dem);INS(d),INS(e),INS(m)
INS(ēvītābam);INS(ē),INS(v),INS(ī),INS(t),INS(ā),INS(b),INS(a),INS(m)
INS(rēpātu);INS(r),INS(ē),INS(p),INS(ā),INS(t),INS(u)
INS(pe);INS(p),INS(e)
INS(ūperō);INS(ū),INS(p),INS(e),INS(r),INS(ō)
INS(ājē);INS(ā),INS(j),INS(ē)
INS(stis);INS(s),INS(t),INS(i),INS(s)
INS(īnārem);INS(ī),INS(n),INS(ā),INS(r),INS(e),INS(m)
INS(runtu);INS(r),INS(u),INS(n),INS(t),INS(u)
INS(ōvisset);INS(ō),INS(v),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(īzāvissēt);INS(ī),INS(z),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t)
INS(īgerem);INS(ī),INS(g),INS(e),INS(r),INS(e),INS(m)
INS(īgāber);INS(ī),INS(g),INS(ā),INS(b),INS(e),INS(r)
INS(ōcēdiminī);INS(ō),INS(c),INS(ē),INS(d),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(īserīs);INS(ī),INS(s),INS(e),INS(r),INS(ī),INS(s)
INS(ēvē);INS(ē),INS(v),INS(ē)
INS(ōrāverās);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(s)
INS(īunt);INS(ī),INS(u),INS(n),INS(t)
INS(īmātū);INS(ī),INS(m),INS(ā),INS(t),INS(ū)
INS(ōnerētis);INS(ō),INS(n),INS(e),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(ūderēt);INS(ū),INS(d),INS(e),INS(r),INS(ē),INS(t)
INS(ūrēbāt);INS(ū),INS(r),INS(ē),INS(b),INS(ā),INS(t)
INS(ūcēt);INS(ū),INS(c),INS(ē),INS(t)
INS(ēpāmus);INS(ē),INS(p),INS(ā),INS(m),INS(u),INS(s)
INS(ānābāmur);INS(ā),INS(n),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(r)
INS(rībāmu);INS(r),INS(ī),INS(b),INS(ā),INS(m),INS(u)
INS(rīpā);INS(r),INS(ī),INS(p),INS(ā)
INS(ōret);INS(ō),INS(r),INS(e),INS(t)
INS(īmāba);INS(ī),INS(m),INS(ā),INS(b),INS(a)
INS(ōdāverim);INS(ō),INS(d),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(m)
INS(ēbu);INS(ē),INS(b),INS(u)
INS(ēverāt);INS(ē),INS(v),INS(e),INS(r),INS(ā),INS(t)
INS(rīrentu);INS(r),INS(ī),INS(r),INS(e),INS(n),INS(t),INS(u)
INS(ālātī);INS(ā),INS(l),INS(ā),INS(t),INS(ī)
INS(ōsuissent);INS(ō),INS(s),INS(u),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(ēxēris);INS(ē),INS(x),INS(ē),INS(r),INS(i),INS(s)
INS(sissem);INS(s),INS(i),INS(s),INS(s),INS(e),INS(m)
INS(ōlābāmur);INS(ō),INS(l),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(r)
INS(ōnō);INS(ō),INS(n),INS(ō)
INS(āmi);INS(ā),INS(m),INS(i)
INS(īdīrentur);INS(ī),INS(d),INS(ī),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(rādīcāve);INS(r),INS(ā),INS(d),INS(ī),INS(c),INS(ā),INS(v),INS(e)
INS(īrēminī);INS(ī),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(sēbī);INS(s),INS(ē),INS(b),INS(ī)
INS(tis);INS(t),INS(is)
INS(īdārēm);INS(ī),INS(d),INS(ā),INS(r),INS(ē),INS(m)
INS(ēcē);INS(ē),INS(c),INS(ē)
INS(īdēret);INS(ī),INS(d),INS(ē),INS(r),INS(e),INS(t)
INS(ādōrum);INS(ā),INS(d),INS(ō),INS(r),INS(u),INS(m)
INS(tudit);INS(t),INS(u),INS(d),INS(i),INS(t)
INS(ūmābim);INS(ū),INS(m),INS(ā),INS(b),INS(i),INS(m)
INS(ōrāvistī);INS(ō),INS(r),INS(ā),INS(v),INS(i),INS(s),INS(t),INS(ī)
INS(ētīvī);INS(ē),INS(t),INS(ī),INS(v),INS(ī)
INS(āiō);INS(ā),INS(i),INS(ō)
INS(ūtāvissēs);INS(ū),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(ītū);INS(ī),INS(t),INS(ū)
INS(īvistī);INS(ī),INS(v),INS(i),INS(s),INS(t),INS(ī)
INS(eram);INS(e),INS(r),INS(a),INS(m)
INS(rēbāmu);INS(r),INS(ē),INS(b),INS(ā),INS(m),INS(u)
INS(titera);INS(t),INS(i),INS(t),INS(e),INS(r),INS(a)
INS(īgārētur);INS(ī),INS(g),INS(ā),INS(r),INS(ē),INS(t),INS(u),INS(r)
INS(īmābās);INS(ī),INS(m),INS(ā),INS(b),INS(ā),INS(s)
INS(ēpōtāviss);INS(ē),INS(p),INS(ō),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s)
INS(xerit);INS(x),INS(e),INS(r),INS(i),INS(t)
INS(īner);INS(ī),INS(n),INS(e),INS(r)
INS(ūtāb);INS(ū),INS(t),INS(ā),INS(b)
INS(īdīre);INS(ī),INS(d),INS(ī),INS(r),INS(e)
INS(ēperīs);INS(ē),INS(p),INS(e),INS(r),INS(ī),INS(s)
INS(ēsōlāviss);INS(ē),INS(s),INS(ō),INS(l),INS(ā),INS(v),INS(i),INS(s),INS(s)
INS(ōverim);INS(ō),INS(v),INS(e),INS(r),INS(i),INS(m)
INS(āhēlī);INS(ā),INS(h),INS(ē),INS(l),INS(ī)
INS(āleātōri);INS(ā),INS(l),INS(e),INS(ā),INS(t),INS(ō),INS(r),INS(i)
INS(seritis);INS(s),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ōgā);INS(ō),INS(g),INS(ā)
INS(ēdēris);INS(ē),INS(d),INS(ē),INS(r),INS(i),INS(s)
INS(ntāvisse);INS(n),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e)
INS(ōtā);INS(ō),INS(t),INS(ā)
INS(iderās);INS(i),INS(d),INS(e),INS(r),INS(ā),INS(s)
INS(ēnēris);INS(ē),INS(n),INS(ē),INS(r),INS(i),INS(s)
INS(ūdētis);INS(ū),INS(d),INS(ē),INS(t),INS(i),INS(s)
INS(ōrāmus);INS(ō),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(ētrūder);INS(ē),INS(t),INS(r),INS(ū),INS(d),INS(e),INS(r)
INS(S);INS(S)
INS(g);INS(g)
INS(lar);INS(l),INS(a),INS(r)
INS(ōlātī);INS(ō),INS(l),INS(ā),INS(t),INS(ī)
INS(ātūrāverātis);INS(ā),INS(t),INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ōvīsōrē);INS(ō),INS(v),INS(ī),INS(s),INS(ō),INS(r),INS(ē)
INS(ānōsī);INS(ā),INS(n),INS(ō),INS(s),INS(ī)
INS(sīverāti);INS(s),INS(ī),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i)
INS(ātātis);INS(ā),INS(t),INS(ā),INS(t),INS(i),INS(s)
INS(ōdāmus);INS(ō),INS(d),INS(ā),INS(m),INS(u),INS(s)
INS(ōzȳmā);INS(ō),INS(z),INS(ȳ),INS(m),INS(ā)
INS(ōnit);INS(ō),INS(n),INS(i),INS(t)
INS(īnātī);INS(ī),INS(n),INS(ā),INS(t),INS(ī)
INS(ūtābāt);INS(ū),INS(t),INS(ā),INS(b),INS(ā),INS(t)
INS(ūmāvera);INS(ū),INS(m),INS(ā),INS(v),INS(e),INS(r),INS(a)
INS(īgēbam);INS(ī),INS(g),INS(ē),INS(b),INS(a),INS(m)
INS(ōtēxeri);INS(ō),INS(t),INS(ē),INS(x),INS(e),INS(r),INS(i)
INS(īāmus);INS(ī),INS(ā),INS(m),INS(u),INS(s)
INS(īverō);INS(ī),INS(v),INS(e),INS(r),INS(ō)
INS(ūcētīs);INS(ū),INS(c),INS(ē),INS(t),INS(ī),INS(s)
INS(ādīcāvissētis);INS(ā),INS(d),INS(ī),INS(c),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(xit);INS(x),INS(i),INS(t)
INS(ūbāminī);INS(ū),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(uerimus);INS(u),INS(e),INS(r),INS(i),INS(m),INS(u),INS(s)
INS(ōris);INS(ō),INS(r),INS(i),INS(s)
INS(ūlī);INS(ū),INS(l),INS(ī)
INS(ācātō);INS(ā),INS(c),INS(ā),INS(t),INS(ō)
INS(cī);INS(c),INS(ī)
INS(āmāverīmus);INS(ā),INS(m),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(ūseram);INS(ū),INS(s),INS(e),INS(r),INS(a),INS(m)
INS(ūgō);INS(ū),INS(g),INS(ō)
INS(rēmu);INS(r),INS(ē),INS(m),INS(u)
INS(ūrāverō);INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(ēsā);INS(ē),INS(s),INS(ā)
INS(ōlā);INS(ō),INS(l),INS(ā)
INS(ximus);INS(x),INS(i),INS(m),INS(u),INS(s)
INS(īēbāmus);INS(ī),INS(ē),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(ībārēmur);INS(ī),INS(b),INS(ā),INS(r),INS(ē),INS(m),INS(u),INS(r)
INS(ēsī);INS(ē),INS(s),INS(ī)
INS(rīcābāmu);INS(r),INS(ī),INS(c),INS(ā),INS(b),INS(ā),INS(m),INS(u)
INS(ēlāmus);INS(ē),INS(l),INS(ā),INS(m),INS(u),INS(s)
INS(ālārent);INS(ā),INS(l),INS(ā),INS(r),INS(e),INS(n),INS(t)
INS(ībimur);INS(ī),INS(b),INS(i),INS(m),INS(u),INS(r)
INS(ritu);INS(r),INS(i),INS(t),INS(u)
INS(ālāvissētis);INS(ā),INS(l),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(īvere);INS(ī),INS(v),INS(e),INS(r),INS(e)
INS(itāv);INS(i),INS(t),INS(ā),INS(v)
INS(rētu);INS(r),INS(ē),INS(t),INS(u)
INS(ūgā);INS(ū),INS(g),INS(ā)
INS(tōrā);INS(t),INS(ō),INS(r),INS(ā)
INS(ātūrās);INS(ā),INS(t),INS(ū),INS(r),INS(ā),INS(s)
INS(ātr);INS(ā),INS(t),INS(r)
INS(ārāveritis);INS(ā),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ōverāti);INS(ō),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i)
INS(ūrerētis);INS(ū),INS(r),INS(e),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(suerāmus);INS(s),INS(u),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(erat);INS(e),INS(r),INS(a),INS(t)
INS(āic);INS(ā),INS(i),INS(c)
INS(ām);INS(ā),INS(m)
INS(ētār);INS(ē),INS(t),INS(ā),INS(r)
INS(ce);INS(c),INS(e)
INS(urābant);INS(u),INS(r),INS(ā),INS(b),INS(a),INS(n),INS(t)
INS(rībā);INS(r),INS(ī),INS(b),INS(ā)
INS(iderīs);INS(i),INS(d),INS(e),INS(r),INS(ī),INS(s)
INS(ētīv);INS(ē),INS(t),INS(ī),INS(v)
INS(rin);INS(r),INS(i),INS(n)
INS(āvābās);INS(ā),INS(v),INS(ā),INS(b),INS(ā),INS(s)
INS(īdār);INS(ī),INS(d),INS(ā),INS(r)
INS(ēnīta);INS(ē),INS(n),INS(ī),INS(t),INS(a)
INS(ūnxēr);INS(ū),INS(n),INS(x),INS(ē),INS(r)
INS(ūnīrēt);INS(ū),INS(n),INS(ī),INS(r),INS(ē),INS(t)
INS(īnārēmus);INS(ī),INS(n),INS(ā),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(teri);INS(t),INS(e),INS(r),INS(i)
INS(āsōri);INS(ā),INS(s),INS(ō),INS(r),INS(i)
INS(ūtāvi);INS(ū),INS(t),INS(ā),INS(v),INS(i)
INS(ōpīnārēris);INS(ō),INS(p),INS(ī),INS(n),INS(ā),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(ōsuit);INS(ō),INS(s),INS(u),INS(i),INS(t)
INS(īrāver);INS(ī),INS(r),INS(ā),INS(v),INS(e),INS(r)
INS(ōcāvissēmus);INS(ō),INS(c),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(rītābantu);INS(r),INS(ī),INS(t),INS(ā),INS(b),INS(a),INS(n),INS(t),INS(u)
INS(īdābō);INS(ī),INS(d),INS(ā),INS(b),INS(ō)
INS(ēlīnō);INS(ē),INS(l),INS(ī),INS(n),INS(ō)
INS(īzāvērunt);INS(ī),INS(z),INS(ā),INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ssistī);INS(s),INS(s),INS(i),INS(s),INS(t),INS(ī)
INS(ūcābar);INS(ū),INS(c),INS(ā),INS(b),INS(a),INS(r)
INS(īberet);INS(ī),INS(b),INS(e),INS(r),INS(e),INS(t)
INS(tēs);INS(t),INS(ē),INS(s)
INS(ītātē);INS(ī),INS(t),INS(ā),INS(t),INS(ē)
INS(erēm);INS(e),INS(r),INS(ē),INS(m)
INS(me);INS(m),INS(e)
INS(īmārentur);INS(ī),INS(m),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ōdiminī);INS(ō),INS(d),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(ēnsuiss);INS(ē),INS(n),INS(s),INS(u),INS(i),INS(s),INS(s)
INS(īmānām);INS(ī),INS(m),INS(ā),INS(n),INS(ā),INS(m)
INS(ūrē);INS(ū),INS(r),INS(ē)
INS(īpās);INS(ī),INS(p),INS(ā),INS(s)
INS(idissem);INS(i),INS(d),INS(i),INS(s),INS(s),INS(e),INS(m)
INS(seri);INS(s),INS(e),INS(r),INS(i)
INS(ēmūnīvissētis);INS(ē),INS(m),INS(ū),INS(n),INS(ī),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(ōrāverīs);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(s)
INS(sserātis);INS(s),INS(s),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ūrābit);INS(ū),INS(r),INS(ā),INS(b),INS(i),INS(t)
INS(rēbantu);INS(r),INS(ē),INS(b),INS(a),INS(n),INS(t),INS(u)
INS(ūdāminī);INS(ū),INS(d),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(māvera);INS(m),INS(ā),INS(v),INS(e),INS(r),INS(a)
INS(ēcrēvistis);INS(ē),INS(c),INS(r),INS(ē),INS(v),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(ōnēmus);INS(ō),INS(n),INS(ē),INS(m),INS(u),INS(s)
INS(ēbit);INS(ē),INS(b),INS(i),INS(t)
INS(tābi);INS(t),INS(ā),INS(b),INS(i)
INS(ōrāverāmus);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(ūrāverīm);INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m)
INS(ālāverit);INS(ā),INS(l),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(īzābō);INS(ī),INS(z),INS(ā),INS(b),INS(ō)
INS(ēnīs);INS(ē),INS(n),INS(ī),INS(s)
INS(ōderētis);INS(ō),INS(d),INS(e),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(īnītī);INS(ī),INS(n),INS(ī),INS(t),INS(ī)
INS(īcātō);INS(ī),INS(c),INS(ā),INS(t),INS(ō)
INS(rātis);INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ēcīzābātur);INS(ē),INS(c),INS(ī),INS(z),INS(ā),INS(b),INS(ā),INS(t),INS(u),INS(r)
INS(xissem);INS(x),INS(i),INS(s),INS(s),INS(e),INS(m)
INS(īle);INS(ī),INS(l),INS(e)
INS(isāverit);INS(i),INS(s),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(īpsērunt);INS(ī),INS(p),INS(s),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(īnāverāmus);INS(ī),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(īnītā);INS(ī),INS(n),INS(ī),INS(t),INS(ā)
INS(ūnēm);INS(ū),INS(n),INS(ē),INS(m)
INS(nta);INS(n),INS(t),INS(a)
INS(ōbīginēs);INS(ō),INS(b),INS(ī),INS(g),INS(i),INS(n),INS(ē),INS(s)
INS(ōmēmur);INS(ō),INS(m),INS(ē),INS(m),INS(u),INS(r)
INS(īsāmur);INS(ī),INS(s),INS(ā),INS(m),INS(u),INS(r)
INS(sāmu);INS(s),INS(ā),INS(m),INS(u)
INS(ēfīēbam);INS(ē),INS(f),INS(ī),INS(ē),INS(b),INS(a),INS(m)
INS(gisse);INS(g),INS(i),INS(s),INS(s),INS(e)
INS(dī);INS(d),INS(ī)
INS(ūrātō);INS(ū),INS(r),INS(ā),INS(t),INS(ō)
INS(ūsātō);INS(ū),INS(s),INS(ā),INS(t),INS(ō)
INS(ōcābantur);INS(ō),INS(c),INS(ā),INS(b),INS(a),INS(n),INS(t),INS(u),INS(r)
INS(īdārum);INS(ī),INS(d),INS(ā),INS(r),INS(u),INS(m)
INS(ēgērunt);INS(ē),INS(g),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ōdīciminī);INS(ō),INS(d),INS(ī),INS(c),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(īsēmu);INS(ī),INS(s),INS(ē),INS(m),INS(u)
INS(ūdissēs);INS(ū),INS(d),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(cibus);INS(c),INS(i),INS(b),INS(u),INS(s)
INS(xissēs);INS(x),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(ōnāverint);INS(ō),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(seram);INS(s),INS(e),INS(r),INS(a),INS(m)
INS(ōcārent);INS(ō),INS(c),INS(ā),INS(r),INS(e),INS(n),INS(t)
INS(īmur);INS(ī),INS(m),INS(u),INS(r)
INS(ērād);INS(ē),INS(r),INS(ā),INS(d)
INS(īlēmus);INS(ī),INS(l),INS(ē),INS(m),INS(u),INS(s)
INS(īberent);INS(ī),INS(b),INS(e),INS(r),INS(e),INS(n),INS(t)
INS(īgēbar);INS(ī),INS(g),INS(ē),INS(b),INS(a),INS(r)
INS(īcōrum);INS(ī),INS(c),INS(ō),INS(r),INS(u),INS(m)
INS(ēnāria);INS(ē),INS(n),INS(ā),INS(r),INS(i),INS(a)
INS(ūginī);INS(ū),INS(g),INS(i),INS(n),INS(ī)
INS(æ);INS(æ)
INS(ērēdāv);INS(ē),INS(r),INS(ē),INS(d),INS(ā),INS(v)
INS(ēsērunt);INS(ē),INS(s),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ūderem);INS(ū),INS(d),INS(e),INS(r),INS(e),INS(m)
INS(ātārēris);INS(ā),INS(t),INS(ā),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(d);INS(d)
INS(īzāv);INS(ī),INS(z),INS(ā),INS(v)
INS(īzārēm);INS(ī),INS(z),INS(ā),INS(r),INS(ē),INS(m)
INS(ōrāt);INS(ō),INS(r),INS(ā),INS(t)
INS(ēviss);INS(ē),INS(v),INS(i),INS(s),INS(s)
INS(chis);INS(c),INS(h),INS(i),INS(s)
INS(vissētis);INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(ēm);INS(ē),INS(m)
INS(uissētis);INS(u),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(mēlōru);INS(m),INS(ē),INS(l),INS(ō),INS(r),INS(u)
INS(āniōr);INS(ā),INS(n),INS(i),INS(ō),INS(r)
INS(ser);INS(s),INS(e),INS(r)
INS(sā);INS(s),INS(ā)
INS(uīrēbāt);INS(u),INS(ī),INS(r),INS(ē),INS(b),INS(ā),INS(t)
INS(ūpseris);INS(ū),INS(p),INS(s),INS(e),INS(r),INS(i),INS(s)
INS(urēt);INS(u),INS(r),INS(ē),INS(t)
INS(ūdēbant);INS(ū),INS(d),INS(ē),INS(b),INS(a),INS(n),INS(t)
INS(rābimu);INS(r),INS(ā),INS(b),INS(i),INS(m),INS(u)
INS(ētārētur);INS(ē),INS(t),INS(ā),INS(r),INS(ē),INS(t),INS(u),INS(r)
INS(ēnīvissēmus);INS(ē),INS(n),INS(ī),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(ereerint);INS(e),INS(r),INS(e),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ādere);INS(ā),INS(d),INS(e),INS(r),INS(e)
INS(ūseritis);INS(ū),INS(s),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ūmēbant);INS(ū),INS(m),INS(ē),INS(b),INS(a),INS(n),INS(t)
INS(simus);INS(s),INS(i),INS(m),INS(u),INS(s)
INS(ōtiōnābā);INS(ō),INS(t),INS(i),INS(ō),INS(n),INS(ā),INS(b),INS(ā)
INS(īpserīt);INS(ī),INS(p),INS(s),INS(e),INS(r),INS(ī),INS(t)
INS(ēō);INS(ē),INS(ō)
INS(ūrib);INS(ū),INS(r),INS(i),INS(b)
INS(āī);INS(ā),INS(ī)
INS(āneōs);INS(ā),INS(n),INS(e),INS(ō),INS(s)
INS(ēdinēs);INS(ē),INS(d),INS(i),INS(n),INS(ē),INS(s)
INS(īgēr);INS(ī),INS(g),INS(ē),INS(r)
INS(rēnārētu);INS(r),INS(ē),INS(n),INS(ā),INS(r),INS(ē),INS(t),INS(u)
INS(ūderint);INS(ū),INS(d),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ūrāvēr);INS(ū),INS(r),INS(ā),INS(v),INS(ē),INS(r)
INS(īstis);INS(ī),INS(s),INS(t),INS(i),INS(s)
INS(ēcerit);INS(ē),INS(c),INS(e),INS(r),INS(i),INS(t)
INS(āiētā);INS(ā),INS(i),INS(ē),INS(t),INS(ā)
INS(īlām);INS(ī),INS(l),INS(ā),INS(m)
INS(ībātur);INS(ī),INS(b),INS(ā),INS(t),INS(u),INS(r)
INS(ecinissēs);INS(e),INS(c),INS(i),INS(n),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(īdārentur);INS(ī),INS(d),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ōrem);INS(ō),INS(r),INS(e),INS(m)
INS(ōrāverātis);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ējō);INS(ē),INS(j),INS(ō)
INS(iēns);INS(i),INS(ē),INS(n),INS(s)
INS(ōnam);INS(ō),INS(n),INS(a),INS(m)
INS(ōtābimus);INS(ō),INS(t),INS(ā),INS(b),INS(i),INS(m),INS(u),INS(s)
INS(sān);INS(s),INS(ā),INS(n)
INS(īdīm);INS(ī),INS(d),INS(ī),INS(m)
INS(āvulsistis);INS(ā),INS(v),INS(u),INS(l),INS(s),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(ōlam);INS(ō),INS(l),INS(a),INS(m)
INS(ōrent);INS(ō),INS(r),INS(e),INS(n),INS(t)
INS(serit);INS(s),INS(e),INS(r),INS(i),INS(t)
INS(ēpīr);INS(ē),INS(p),INS(ī),INS(r)
INS(ssisset);INS(s),INS(s),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(īīs);INS(ī),INS(ī),INS(s)
INS(īdāverat);INS(ī),INS(d),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(t)
INS(ōmpserās);INS(ō),INS(m),INS(p),INS(s),INS(e),INS(r),INS(ā),INS(s)
INS(ūrāret);INS(ū),INS(r),INS(ā),INS(r),INS(e),INS(t)
INS(ōdēbāminī);INS(ō),INS(d),INS(ē),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(ȳrēnā);INS(ȳ),INS(r),INS(ē),INS(n),INS(ā)
INS(ētūdinī);INS(ē),INS(t),INS(ū),INS(d),INS(i),INS(n),INS(ī)
INS(īsī);INS(ī),INS(s),INS(ī)
INS(ōdūcat);INS(ō),INS(d),INS(ū),INS(c),INS(a),INS(t)
INS(ūderit);INS(ū),INS(d),INS(e),INS(r),INS(i),INS(t)
INS(ēsūmunt);INS(ē),INS(s),INS(ū),INS(m),INS(u),INS(n),INS(t)
INS(īsc);INS(ī),INS(s),INS(c)
INS(mu);INS(m),INS(u)
INS(īnōsō);INS(ī),INS(n),INS(ō),INS(s),INS(ō)
INS(īderent);INS(ī),INS(d),INS(e),INS(r),INS(e),INS(n),INS(t)
INS(āmāvisse);INS(ā),INS(m),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e)
INS(ōcantō);INS(ō),INS(c),INS(a),INS(n),INS(t),INS(ō)
INS(istī);INS(i),INS(s),INS(t),INS(ī)
INS(ūbēm);INS(ū),INS(b),INS(ē),INS(m)
