MorphFeature;DEL(c);DEL(coyer);DEL(r);DEL(re);INS(a);INS(ais);INS(an);INS(as);INS(e);INS(eis);INS(emos);INS(en);INS(es);INS(on);INS(y);INS(á);INS(án);INS(ás);INS(é);INS(éis);INS(ía);INS(íais);INS(íamos);INS(íeis);INS(íemos);INS(íen);INS(íes)
3,IND,LGSPEC2,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PST,SG;-1.0;-1.0;-1.0;-1.0;0.5524475524475525;-1.0;-1.0;-1.0;-0.8041958041958042;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PST,SG,V;-1.0;-1.0;-1.0;-1.0;0.5524475524475525;-1.0;-1.0;-1.0;-0.8041958041958042;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,SG;-1.0;-1.0;-1.0;-1.0;0.5524475524475525;-1.0;-1.0;-1.0;-0.8041958041958042;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,SG,V;-1.0;-1.0;-1.0;-1.0;0.5524475524475525;-1.0;-1.0;-1.0;-0.8041958041958042;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PFV,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PFV,PL,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PFV,PL,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PFV,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRF,PST,SG;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRF,PST,SG,V;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRF,SG;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRF,SG,V;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRS,SG;-1.0;-1.0;0.6879432624113475;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9432624113475176;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,PRS,SG,V;-1.0;-1.0;0.6879432624113475;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9432624113475176;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL;-1.0;-1.0;-0.96875;-1.0;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;-1.0;0.84375;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,PST;-1.0;-1.0;-0.96875;-1.0;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;-1.0;0.84375;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,PST,V;-1.0;-1.0;-0.96875;-1.0;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;-1.0;0.84375;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PL,V;-1.0;-1.0;-0.96875;-1.0;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;-1.0;0.84375;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PST,SG;-1.0;-1.0;-1.0;-1.0;-0.9310344827586208;-1.0;-1.0;-1.0;0.7931034482758621;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,PST,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9310344827586208;-1.0;-1.0;-1.0;0.7931034482758621;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,SG;-1.0;-1.0;-1.0;-1.0;-0.9310344827586208;-1.0;-1.0;-1.0;0.7931034482758621;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC1,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9310344827586208;-1.0;-1.0;-1.0;0.7931034482758621;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PL;-1.0;-1.0;-0.9682539682539684;-1.0;-1.0;-1.0;0.7619047619047619;-1.0;-1.0;-1.0;-1.0;-0.9523809523809523;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9841269841269842;-1.0
3,IPFV,LGSPEC2,PL,PST;-1.0;-1.0;-0.9682539682539684;-1.0;-1.0;-1.0;0.7619047619047619;-1.0;-1.0;-1.0;-1.0;-0.9523809523809523;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9841269841269842;-1.0
3,IPFV,LGSPEC2,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PL,PST,V;-1.0;-1.0;-0.9682539682539684;-1.0;-1.0;-1.0;0.7619047619047619;-1.0;-1.0;-1.0;-1.0;-0.9523809523809523;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9841269841269842;-1.0
3,IPFV,LGSPEC2,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PL,V;-1.0;-1.0;-0.9682539682539684;-1.0;-1.0;-1.0;0.7619047619047619;-1.0;-1.0;-1.0;-1.0;-0.9523809523809523;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9841269841269842;-1.0
3,IPFV,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PST,SG;-1.0;-1.0;-0.9821428571428572;-1.0;0.8214285714285714;-1.0;-1.0;-1.0;-0.9821428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,PST,SG,V;-1.0;-1.0;-0.9821428571428572;-1.0;0.8214285714285714;-1.0;-1.0;-1.0;-0.9821428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,SBJV,SG;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,SBJV,SG,V;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,SG;-1.0;-1.0;-0.9821428571428572;-1.0;0.8214285714285714;-1.0;-1.0;-1.0;-0.9821428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IPFV,LGSPEC2,SG,V;-1.0;-1.0;-0.9821428571428572;-1.0;0.8214285714285714;-1.0;-1.0;-1.0;-0.9821428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL;-1.0;-1.0;-0.9884836852207293;-1.0;-1.0;-1.0;-0.9769673704414588;-1.0;-0.965451055662188;-1.0;-1.0;0.25911708253358934;-1.0;-0.9961612284069097;-0.9961612284069097;-1.0;-0.9923224568138196;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9961612284069097;-1.0
3,LGSPEC1,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PST;-1.0;-1.0;-0.9844357976653697;-1.0;-1.0;-1.0;-0.961089494163424;-1.0;-0.9766536964980546;-1.0;-1.0;0.8287937743190661;-1.0;-0.9922178988326849;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9836065573770492;-1.0;-1.0;-1.0;-1.0;0.9344262295081966;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,PST,V;-1.0;-1.0;-0.9844357976653697;-1.0;-1.0;-1.0;-0.961089494163424;-1.0;-0.9766536964980546;-1.0;-1.0;0.8287937743190661;-1.0;-0.9922178988326849;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.989010989010989;-1.0;-1.0;-1.0;-1.0;0.12637362637362637;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.989010989010989;-1.0;-1.0;-1.0;-1.0;0.12637362637362637;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PL,V;-1.0;-1.0;-0.9884836852207293;-1.0;-1.0;-1.0;-0.9769673704414588;-1.0;-0.965451055662188;-1.0;-1.0;0.25911708253358934;-1.0;-0.9961612284069097;-0.9961612284069097;-1.0;-0.9923224568138196;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9961612284069097;-1.0
3,LGSPEC1,PRF;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,PST;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,PST,SG;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,PST,V;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,SG;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,SG,V;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PRF,V;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PST,SG;-1.0;-1.0;-0.9928571428571429;-1.0;-0.9357142857142857;-1.0;-1.0;-1.0;0.7785714285714285;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,PST,SG,V;-1.0;-1.0;-0.9928571428571429;-1.0;-0.9357142857142857;-1.0;-1.0;-1.0;0.7785714285714285;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-0.9298245614035088;-1.0;-1.0;-1.0;0.8245614035087718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,SG;-1.0;-1.0;-0.9933333333333334;-1.0;-0.9333333333333333;-1.0;-1.0;-0.9933333333333334;0.7133333333333334;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9866666666666666;-0.9933333333333334;-1.0;-1.0;-1.0;-1.0;-0.9866666666666666;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC1,SG,V;-1.0;-1.0;-0.9933333333333334;-1.0;-0.9333333333333333;-1.0;-1.0;-0.9933333333333334;0.7133333333333334;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9866666666666666;-0.9933333333333334;-1.0;-1.0;-1.0;-1.0;-0.9866666666666666;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PRF;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PRF,PST;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PRF,PST,V;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PRF,V;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PST;-1.0;-1.0;-0.9763779527559056;-1.0;-1.0;-1.0;0.7244094488188977;-1.0;-0.9685039370078741;-1.0;-1.0;-0.9370078740157481;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9921259842519685;-1.0
3,LGSPEC2,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8813559322033899;-1.0;-1.0;-1.0;-1.0;-0.9491525423728813;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
