Left;Right;Operation;Object;MorphFeatures;Weight
d;õ>;INS;kst;V,ACT,FIN,COND,POS,PRS,PL,2;5.93941e-05
ai;>;INS;zõs;N,SG,IN+ESS;5.93491e-05
kõ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,2;5.93042e-05
īz;>;INS;tõks;N,PL,INS;5.92594e-05
la;>;INS;d;ADJ,PL,NOM;5.92145e-05
mtuoistõnz;>;INS;dõs;ADJ,SG,IN+ESS;5.91697e-05
ļ;>;INS;īž;N,PL,IN+ALL;5.91248e-05
pǟva;>;INS;ks;N,SG,INS;5.908e-05
rōnt;>;DEL;õz;N,PL,IN+ESS;5.90353e-05
ellõ;>;INS;ājid;V,ACT,FIN,QUOT,POS,PRS,PL,3;5.89905e-05
itas;>;INS;sidi;N,PL,PRT;5.89459e-05
ellõ;>;INS;ām;V,ACT,FIN,IND,NEG,PRS,PL,1;5.89013e-05
li;kõ>;DEL;k;V,ACT,FIN,IND,POS,PST,PL,1;5.88567e-05
da;>;INS;ulgõ;V,ACT,FIN,LGSPEC1,POS,PRS,SG,3;5.88121e-05
l;õ>;INS;āg;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,3;5.87676e-05
immõ;>;DEL;z;ADJ,PL,IN+ABL;5.87231e-05
ŗ;m>;INS;ūor;N,PL,IN+ALL;5.86787e-05
õ;>;INS;nd;V,ACT,FIN,IND,POS,FUT,PRF,PL,1;5.86341e-05
ellõ;>;INS;nd;V,ACT,FIN,IND,NEG,FUT,PRF,PL,2;5.85898e-05
līd;õ>;INS;m;V,ACT,FIN,DEB,POS,PRS,PL,2;5.85455e-05
lešknai;>;INS;zõn;N,SG,DAT;5.85011e-05
īdõksmõ;>;DEL;z;ADJ,SG,GEN;5.84569e-05
ūoiznap;>;DEL;ǟva;N,PL,PRT;5.84126e-05
<atrāitana;>;DEL;i;N,SG,PRT;5.83684e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,NEG,PST,PL,2;5.83242e-05
ūlij;>;INS;stõ;N,SG,IN+ABL;5.82801e-05
nǟd;õ>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;5.8236e-05
z;>;INS;d;N,PL,NOM;5.81918e-05
š;>;INS;ndstõ;N,SG,IN+ABL;5.81478e-05
õ;>;INS;mõst;V,ACT,FIN,DEB,POS,PRS,SG,1;5.81038e-05
m;>;INS;kõks;N,SG,INS;5.80598e-05
sukā;>;INS;ți;N,PL,PRT;5.80159e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,NEG,PST,SG,3;5.79719e-05
lõ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,3;5.7928e-05
da;>;INS;uļmõ;V,ACT,FIN,IND,POS,PST,PL,1;5.78842e-05
īd;>;DEL;õ;V,ACT,FIN,IND,POS,PRS,PL,3;5.78404e-05
kinō;>;INS;dõn;N,PL,DAT;5.77966e-05
<tuoi;>;INS;zt;ADJ,PL,NOM;5.77528e-05
<rōza;>;INS;ks;ADJ,SG,INS;5.77091e-05
z;>;INS;idi;N,PL,PRT;5.76654e-05
ī;>;DEL;dõ;V,ACT,FIN,COND,POS,PRS,SG,1;5.76218e-05
vȱld;>;DEL;a;V,ACT,FIN,IND,POS,FUT,PRF,SG,1;5.75782e-05
dõksmõ;>;DEL;z;ADJ,SG,GEN;5.75344e-05
š;>;DEL;õ;ADJ,PL,IN+ESS;5.74909e-05
l;>;DEL;da;V,ACT,FIN,IND,NEG,PST,SG,2;5.74474e-05
a;>;INS;ngõd;V,ACT,FIN,LGSPEC1,POS,PRS,PL,3;5.74039e-05
ougu;st>;INS;sti;N,PL,IN+ABL;5.73605e-05
b;>;INS;ši;N,PL,IN+ESS;5.73171e-05
d;>;DEL;a;V,ACT,FIN,IND,POS,FUT,PRF,SG,1;5.72737e-05
<jel;>;DEL;lõ;V,LGSPEC3;5.72304e-05
a;>;INS;ulgõ;V,ACT,FIN,LGSPEC1,POS,PRS,SG,3;5.71871e-05
<;lda>;DEL;vȱ;V,ACT,FIN,IND,POS,FUT,PRF,PL,1;5.71437e-05
b;>;INS;bõn;N,SG,DAT;5.71003e-05
õ;>;INS;ēji;V,ACT,FIN,QUOT,POS,PRS,SG,2;5.70569e-05
ū;>;INS;ži;N,PL,IN+ALL;5.70137e-05
l;>;INS;is;N,PL,IN+ESS;5.69706e-05
al;>;DEL;ā;N,SG,PRT;5.69274e-05
pǟ;>;INS;ēḑi;N,PL,PRT;5.68843e-05
i;>;INS;žiz;N,PL,IN+ALL;5.68413e-05
õ;>;INS;īz;V,ACT,FIN,IND,POS,PST,SG,3;5.67983e-05
a;>;DEL;i;N,SG,PRT;5.67552e-05
j;>;INS;dkõks;N,PL,INS;5.67123e-05
z;>;INS;õst;N,SG,IN+ABL;5.66693e-05
m;>;INS;õdõks;N,PL,INS;5.66265e-05
õ;>;INS;m;V,ACT,FIN,IND,POS,PRS,PL,1;5.65836e-05
õ;>;DEL;z;ADJ,PL,IN+ALL;5.65408e-05
sadāz;>;INS;ndõd;ADJ,PL,GEN;5.6498e-05
ȱld;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5;5.64552e-05
tuoi;>;INS;zt;ADJ,PL,NOM;5.64124e-05
llõ;>;INS;ājid;V,ACT,FIN,QUOT,POS,PRS,PL,3;5.63697e-05
mmõ;>;DEL;z;ADJ,PL,IN+ABL;5.6327e-05
tas;>;INS;sidi;N,PL,PRT;5.62844e-05
lik;>;DEL;kõ;V,ACT,FIN,IND,NEG,PRS,SG,2;5.62418e-05
jel;>;DEL;lõ;V,ACT,FIN,QUOT,POS,PRS,PL,2;5.61993e-05
õ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,3;5.61567e-05
a;>;INS;uļmõ;V,ACT,FIN,IND,POS,PST,PL,1;5.61143e-05
kūor;>;DEL;a;N,PL,IN+ESS;5.60718e-05
jellõ;>;INS;īz;V,ACT,FIN,IND,POS,PST,SG,3;5.60293e-05
ǟva;>;INS;ks;N,SG,INS;5.59869e-05
lij;>;INS;stõ;N,SG,IN+ABL;5.59445e-05
vȱ;>;DEL;ntsa;N,PL,PRT;5.59022e-05
ōnt;>;DEL;õz;N,PL,IN+ESS;5.58598e-05
i;kõ>;DEL;k;V,ACT,FIN,IND,POS,PST,PL,1;5.58176e-05
ešknai;>;INS;zõn;N,SG,DAT;5.57753e-05
oiznap;>;DEL;ǟva;N,PL,PRT;5.57331e-05
kōdõksmõ;>;DEL;z;ADJ,PL,IN+ESS;5.5691e-05
uoistõnz;>;INS;dõ;ADJ,SG,IN+ALL;5.56488e-05
ȱld;>;DEL;a;V,ACT,FIN,IND,POS,FUT,PRF,SG,1;5.56067e-05
l;>;DEL;lõ;V,ACT,FIN,IND,POS,PST,SG,3;5.55646e-05
īez;>;INS;tõ;N,SG,PRT;5.55226e-05
īd;õ>;INS;m;V,ACT,FIN,DEB,POS,PRS,PL,2;5.54806e-05
õ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,2;5.54386e-05
a;>;INS;äuvšti;N,PL,IN+ABL;5.53966e-05
d;>;DEL;õ;V,ACT,FIN,IND,POS,PRS,PL,3;5.53547e-05
z;>;INS;tõks;N,PL,INS;5.53128e-05
vīdõ;>;DEL;z;ADJ,SG,GEN;5.5271e-05
rōza;>;INS;ks;ADJ,SG,INS;5.52291e-05
llõ;>;INS;nd;V,ACT,FIN,IND,NEG,FUT,PRF,PL,2;5.51873e-05
ukā;>;INS;ți;N,PL,PRT;5.51456e-05
inō;>;INS;dõn;N,PL,DAT;5.51038e-05
vȯl;>;INS;lõn;N,SG,DAT;5.5062e-05
ira;>;INS;iž;N,PL,IN+ALL;5.50204e-05
jel;>;DEL;lõ;V,LGSPEC3;5.49788e-05
ǟd;õ>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;5.49372e-05
rsōn;>;INS;s;N,SG,IN+ESS;5.48956e-05
mīez;>;INS;stõ;N,SG,IN+ABL;5.4854e-05
ļ;>;INS;i;N,PL,PRT;5.48125e-05
a;>;INS;d;ADJ,PL,NOM;5.4771e-05
īez;>;INS;ēši;N,PL,IN+ESS;5.47296e-05
trāitana;>;DEL;i;N,SG,PRT;5.46881e-05
vȱlda;>;INS;ȯļ;V,ACT,FIN,IND,POS,PST,SG,3;5.46468e-05
äbknaš;>;INS;īd;ADJ,PL,NOM;5.46054e-05
ld;>;DEL;a;V,ACT,FIN,IND,POS,FUT,PRF,SG,1;5.4564e-05
ōn;>;INS;s;N,SG,IN+ESS;5.45227e-05
ȱ;>;DEL;ntsa;N,PL,PRT;5.44814e-05
mīez;>;INS;d;N,PL,NOM;5.44402e-05
šknai;>;INS;zõn;N,SG,DAT;5.4399e-05
pānda;>;INS;nāb;V,ACT,FIN,IND,POS,PRS,SG,1;5.43578e-05
ugu;st>;INS;sti;N,PL,IN+ABL;5.43167e-05
oistõnz;>;INS;dõs;ADJ,SG,IN+ESS;5.42755e-05
oistõnz;>;INS;d;ADJ,SG,GEN;5.42344e-05
õkstuoistõn;>;DEL;z;ADJ,PL,IN+ESS;5.41934e-05
ǟ;>;INS;ēḑi;N,PL,PRT;5.41523e-05
õztuoistõnz;>;INS;dõks;ADJ,SG,INS;5.41113e-05
pȯišk;i>;INS;iž;N,PL,PRT;5.40704e-05
<;a>;DEL;vȱld;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,2;5.40295e-05
oistõnz;>;INS;dõ;ADJ,SG,IN+ALL;5.39886e-05
ōdõksmõ;>;DEL;z;ADJ,PL,IN+ESS;5.39477e-05
ōza;>;INS;ks;ADJ,SG,INS;5.39069e-05
õksmõ;>;DEL;z;ADJ,SG,GEN;5.38661e-05
bknaš;>;INS;īd;ADJ,PL,NOM;5.38254e-05
tuoistõn;>;DEL;z;ADJ,PL,PRT;5.37846e-05
ik;>;DEL;kõ;V,ACT,FIN,IND,NEG,PRS,SG,2;5.37439e-05
īdõ;>;DEL;z;ADJ,SG,GEN;5.37032e-05
<atrāitanai;>;INS;zõst;N,SG,IN+ABL;5.36626e-05
lõ;>;INS;ām;V,ACT,FIN,IND,NEG,PRS,PL,1;5.36219e-05
kal;>;DEL;ā;N,SG,PRT;5.35813e-05
l;>;DEL;ā;N,SG,PRT;5.35408e-05
ūor;>;DEL;a;N,PL,IN+ESS;5.35003e-05
uoi;>;INS;zt;ADJ,PL,NOM;5.34598e-05
ez;>;INS;tõ;N,SG,PRT;5.34193e-05
ka;>;DEL;nā;N,PL,IN+ALL;5.33789e-05
tūlda;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,3;5.33385e-05
nt;>;DEL;õz;N,PL,IN+ESS;5.32981e-05
ȯl;>;INS;lõn;N,SG,DAT;5.32578e-05
znap;>;DEL;ǟva;N,PL,PRT;5.32175e-05
el;>;DEL;lõ;V,ACT,FIN,QUOT,POS,PRS,PL,2;5.31772e-05
ra;>;INS;iž;N,PL,IN+ALL;5.3137e-05
<drūošõ;>;INS;st;ADJ,SG,IN+ABL;5.30967e-05
el;>;DEL;lõ;V,LGSPEC3;5.30566e-05
atrāitanai;>;INS;žist;N,PL,IN+ABL;5.30164e-05
ez;>;INS;ēši;N,PL,IN+ESS;5.29763e-05
kā;>;INS;ți;N,PL,PRT;5.29362e-05
ānda;>;INS;nāb;V,ACT,FIN,IND,POS,PRS,SG,1;5.28961e-05
lǟd;õ>;INS;ēm;V,ACT,FIN,DEB,POS,PRS,PL,3;5.28561e-05
d;õ>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;5.28161e-05
kstuoistõn;>;DEL;z;ADJ,PL,IN+ESS;5.27761e-05
ztuoistõnz;>;INS;dõks;ADJ,SG,INS;5.27362e-05
z;>;INS;stõ;N,SG,IN+ABL;5.26963e-05
ȯišk;i>;INS;iž;N,PL,PRT;5.26564e-05
suoŗ;m>;INS;r;N,SG,PRT;5.26165e-05
akū;>;INS;ži;N,PL,IN+ALL;5.25767e-05
bõr;>;INS;i;N,PL,PRT;5.25369e-05
dõksmõ;>;DEL;z;ADJ,PL,IN+ESS;5.24972e-05
ǟd;õ>;INS;kst;V,ACT,FIN,COND,NEG,PRS,PL,2;5.24574e-05
knai;>;INS;zõn;N,SG,DAT;5.24178e-05
ksmõ;>;DEL;z;ADJ,SG,GEN;5.23781e-05
ȱlda;>;INS;ȯļ;V,ACT,FIN,IND,POS,PST,SG,3;5.23385e-05
išk;i>;INS;iž;N,PL,PRT;5.22989e-05
nǟ;dõ>;INS;ēji;V,ACT,FIN,QUOT,POS,PRS,PL,3;5.22593e-05
ǟd;õ>;INS;ēm;V,ACT,FIN,DEB,POS,PRS,PL,3;5.22197e-05
dõ;>;DEL;z;ADJ,PL,IN+ALL;5.21802e-05
or;>;DEL;a;N,PL,IN+ESS;5.21407e-05
trāitanai;>;INS;žist;N,PL,IN+ABL;5.21012e-05
īe;>;DEL;z;N,SG,DAT;5.20618e-05
vȯl;>;INS;lõd;N,PL,GEN;5.20224e-05
alīzta;s>;INS;ssõk;N,SG,INS;5.1983e-05
vȯlmsõn;>;DEL;ā;N,SG,IN+ALL;5.19437e-05
p;>;DEL;ūoga;N,SG,PRT;5.19044e-05
knaš;>;INS;īd;ADJ,PL,NOM;5.18651e-05
ellõ;>;INS;īz;V,ACT,FIN,IND,POS,PST,SG,3;5.18259e-05
seismõ;>;DEL;z;ADJ,PL,GEN;5.17867e-05
oŗmīez;>;INS;d;N,PL,NOM;5.17475e-05
õ;>;DEL;z;ADJ,SG,GEN;5.17083e-05
oi;>;INS;zt;ADJ,PL,NOM;5.16692e-05
drūošõ;>;INS;st;ADJ,SG,IN+ABL;5.16301e-05
mȭk;>;DEL;a;N,PL,IN+ABL;5.1591e-05
za;>;INS;ks;ADJ,SG,INS;5.1552e-05
dõ;>;DEL;z;ADJ,SG,GEN;5.1513e-05
e;lõ>;DEL;l;V,ACT,FIN,DEB,POS,PRS,SG,2;5.1474e-05
d;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5;5.14351e-05
õ;>;DEL;z;ADJ,PL,IN+ABL;5.13961e-05
õ;>;INS;ājid;V,ACT,FIN,QUOT,POS,PRS,PL,3;5.13572e-05
e;>;INS;n;N,SG,DAT;5.13184e-05
<suoŗ;m>;INS;r;N,SG,PRT;5.12795e-05
k;>;DEL;kõ;V,ACT,FIN,IND,NEG,PRS,SG,2;5.12407e-05
s;>;INS;sidi;N,PL,PRT;5.1202e-05
a;>;DEL;nā;N,PL,IN+ALL;5.11632e-05
stõnz;>;INS;dõ;ADJ,SG,IN+ALL;5.11245e-05
lda;>;INS;ȯļ;V,ACT,FIN,IND,POS,PST,SG,3;5.10858e-05
nai;>;INS;zõn;N,SG,DAT;5.10472e-05
p;a>;DEL;ānd;V,ACT,FIN,COND,POS,PRS,SG,2;5.10085e-05
t;>;DEL;õz;N,PL,IN+ESS;5.097e-05
sõnā;>;INS;dõks;N,PL,INS;5.09314e-05
je;lõ>;DEL;l;V,ACT,FIN,DEB,POS,PRS,SG,2;5.08929e-05
tūlda;>;INS;uļ;V,ACT,FIN,IND,POS,PST,SG,3;5.08543e-05
j;>;INS;stõ;N,SG,IN+ABL;5.08159e-05
z;>;INS;tõ;N,SG,PRT;5.07774e-05
kimdõz;>;INS;nds;ADJ,SG,IN+ESS,LGSPEC6;5.0739e-05
p;a>;DEL;ānd;V,ACT,FIN,COND,NEG,PRS,PL,2;5.07006e-05
ō;>;INS;dõn;N,PL,DAT;5.06622e-05
<lī;dõ>;INS;ji;V,ACT,FIN,QUOT,POS,PRS,PL,2;5.06239e-05
õksmõ;>;DEL;z;ADJ,PL,IN+ESS;5.05856e-05
l;>;DEL;lõ;V,ACT,FIN,QUOT,POS,PRS,PL,2;5.05473e-05
z;>;INS;ēši;N,PL,IN+ESS;5.05091e-05
l;>;INS;lõn;N,SG,DAT;5.04709e-05
sõ;>;DEL;nā;N,PL,IN+ALL;5.04327e-05
tūl;da>;INS;gõ;V,ACT,FIN,LGSPEC1,POS,PRS,PL,3;5.03945e-05
rāitanai;>;INS;žist;N,PL,IN+ABL;5.03564e-05
līzta;s>;INS;ssõk;N,SG,INS;5.03183e-05
ȯlmsõn;>;DEL;ā;N,SG,IN+ALL;5.02802e-05
nda;>;INS;nāb;V,ACT,FIN,IND,POS,PRS,SG,1;5.02422e-05
nap;>;DEL;ǟva;N,PL,PRT;5.02041e-05
naš;>;INS;īd;ADJ,PL,NOM;5.01662e-05
u;st>;INS;sti;N,PL,IN+ABL;5.01282e-05
tīepǟva;>;INS;äuvḑi;N,PL,PRT;5.00903e-05
a;>;INS;iž;N,PL,IN+ALL;5.00524e-05
l;>;DEL;lõ;V,LGSPEC3;5.00145e-05
<līdõ;>;INS;ž;V,ACT,FIN,IND,POS,PST,SG,1;4.99767e-05
pānda;>;INS;nmõst;V,ACT,FIN,DEB,POS,PRS,SG,1;4.99388e-05
pānda;>;INS;nmõ;V,ACT,FIN,IND,NEG,PST,PL,1;4.99011e-05
kū;>;INS;šti;N,PL,IN+ABL;4.98633e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,POS,PRS,SG,3;4.98256e-05
itana;>;DEL;i;N,SG,PRT;4.97879e-05
lilla;>;INS;n;ADJ,SG,DAT;4.97502e-05
<p;a>;DEL;ānd;V,ACT,FIN,COND,NEG,PRS,PL,2;4.97125e-05
llõ;>;INS;īz;V,ACT,FIN,IND,POS,PST,SG,3;4.96749e-05
õnā;>;INS;dõks;N,PL,INS;4.96373e-05
suk;>;DEL;ā;N,PL,IN+ALL;4.95998e-05
rištīng;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.95622e-05
rāitanai;>;INS;zõst;N,SG,IN+ABL;4.95247e-05
janvār;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.94873e-05
rūošõ;>;INS;st;ADJ,SG,IN+ABL;4.94498e-05
ŗmīez;>;INS;d;N,PL,NOM;4.94124e-05
nädīļ;>;INS;õ;N,SG,IN+ALL;4.9375e-05
n;>;INS;s;N,SG,IN+ESS;4.93377e-05
partitīv;>;INS;õdõn;N,PL,DAT;4.93003e-05
<;lda>;DEL;vȱ;V,ACT,FIN,IND,NEG,FUT,PRF,PL,3;4.9263e-05
ȭk;>;DEL;a;N,PL,IN+ABL;4.92258e-05
sõnā;>;INS;nõ;N,SG,IN+ALL;4.91885e-05
joutõmläpš;>;INS;apsõn;N,SG,DAT;4.91513e-05
<nǟ;dõ>;INS;ēji;V,ACT,FIN,QUOT,POS,PRS,PL,3;4.91141e-05
stõnz;>;INS;dõs;ADJ,SG,IN+ESS;4.90769e-05
eismõ;>;DEL;z;ADJ,PL,GEN;4.90398e-05
lī;dõ>;INS;ji;V,ACT,FIN,QUOT,POS,PRS,PL,2;4.90027e-05
īepǟva;>;INS;äuvḑi;N,PL,PRT;4.89656e-05
ȯl;>;INS;lõd;N,PL,GEN;4.89286e-05
d;õ>;INS;ēm;V,ACT,FIN,DEB,POS,PRS,PL,3;4.88915e-05
a;>;INS;ks;ADJ,SG,INS;4.88546e-05
lǟ;>;DEL;dõ;V,ACT,FIN,COND,POS,PRS,SG,1;4.88176e-05
iḑīmsõnā;>;INS;nõ;N,SG,IN+ALL;4.87807e-05
ksmõ;>;DEL;z;ADJ,PL,IN+ESS;4.87437e-05
i;>;INS;zt;ADJ,PL,NOM;4.8667e-05
r;>;DEL;a;N,PL,IN+ESS;4.86272e-05
ūlda;>;INS;uļ;V,ACT,FIN,IND,POS,PST,SG,3;4.85874e-05
tõnz;>;INS;dõ;ADJ,SG,IN+ALL;4.85477e-05
oŗ;m>;INS;r;N,SG,PRT;4.8508e-05
ssadā;>;DEL;z;ADJ,SG,PRT;4.84683e-05
ssadā;>;DEL;z;ADJ,SG,IN+ABL,LGSPEC6;4.84286e-05
ūl;da>;INS;gõ;V,ACT,FIN,LGSPEC1,POS,PRS,PL,3;4.8389e-05
ai;>;INS;zõn;N,SG,DAT;4.83494e-05
aš;>;INS;īd;ADJ,PL,NOM;4.83099e-05
pānda;>;INS;nkstõ;V,ACT,FIN,COND,NEG,PRS,PL,3;4.82704e-05
īzta;s>;INS;ssõk;N,SG,INS;4.82309e-05
l;>;DEL;äpš;N,PL,NOM;4.81914e-05
msõnā;>;INS;nõ;N,SG,IN+ALL;4.8152e-05
t;>;DEL;ūlda;V,ACT,FIN,COND,POS,PRS,SG,1;4.81126e-05
ȯiški;>;INS;žiz;N,PL,IN+ALL;4.80733e-05
līdõ;>;INS;ž;V,ACT,FIN,IND,POS,PST,SG,1;4.80339e-05
<;lda>;DEL;vȱ;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5;4.79946e-05
da;>;INS;ȯļ;V,ACT,FIN,IND,POS,PST,SG,3;4.79554e-05
da;>;INS;nāb;V,ACT,FIN,IND,POS,PRS,SG,1;4.79162e-05
<v;>;DEL;ȱlda;V,ACT,FIN,IMP,PRS,POS,PL,2;4.7877e-05
analōg;>;INS;iž;N,PL,IN+ALL;4.78378e-05
ištīng;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.77987e-05
tana;>;DEL;i;N,SG,PRT;4.77596e-05
ānda;>;INS;nmõst;V,ACT,FIN,DEB,POS,PRS,SG,1;4.77205e-05
kuod;>;INS;īst;N,PL,IN+ABL;4.76815e-05
õ;>;DEL;z;ADJ,PL,GEN;4.76425e-05
v;>;DEL;ȱlda;V,ACT,FIN,IMP,PRS,POS,PL,2;4.75575e-05
<blēḑ;>;INS;õdõks;ADJ,PL,INS;4.75115e-05
anvār;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.74655e-05
šk;i>;INS;iž;N,PL,PRT;4.74196e-05
r;>;INS;t;N,SG,PRT;4.73738e-05
r;>;INS;õks;N,SG,INS;4.73279e-05
uoŗ;m>;INS;r;N,SG,PRT;4.72822e-05
ūlda;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,3;4.72365e-05
z;>;INS;õks;N,SG,INS;4.71908e-05
āitanai;>;INS;zõst;N,SG,IN+ABL;4.71451e-05
p;>;DEL;ǟva;N,PL,IN+ESS;4.70996e-05
r;>;INS;õn;N,SG,DAT;4.7054e-05
t;>;INS;õ;N,SG,PRT;4.70085e-05
õ;>;DEL;z;ADJ,SG,PRT;4.6963e-05
l;>;DEL;õ;V,ACT,FIN,IND,POS,PST,SG,1;4.69176e-05
l;>;INS;õd;N,PL,GEN;4.68723e-05
ūošõ;>;INS;st;ADJ,SG,IN+ABL;4.68269e-05
ānda;>;INS;nmõ;V,ACT,FIN,IND,NEG,PST,PL,1;4.67817e-05
illa;>;INS;n;ADJ,SG,DAT;4.67364e-05
ädīļ;>;INS;õ;N,SG,IN+ALL;4.66912e-05
i;>;INS;zõs;ADJ,SG,IN+ESS;4.66461e-05
g;>;INS;ist;N,PL,IN+ABL;4.6601e-05
v;>;INS;s;N,SG,IN+ESS;4.65559e-05
nā;>;INS;dõks;N,PL,INS;4.65109e-05
tanai;>;INS;žist;N,PL,IN+ABL;4.64659e-05
itanai;>;INS;žist;N,PL,IN+ABL;4.6421e-05
ḑīmsõnā;>;INS;nõ;N,SG,IN+ALL;4.63761e-05
a;litas>;DEL;l;N,PL,IN+ABL;4.63312e-05
sõnā;>;INS;d;N,PL,GEN;4.62864e-05
a;>;INS;nāb;V,ACT,FIN,IND,POS,PRS,SG,1;4.62417e-05
sõnā;>;INS;ņši;N,PL,IN+ESS;4.61969e-05
<blēḑ;>;INS;šõ;N,SG,IN+ESS;4.61523e-05
sadā;>;DEL;z;ADJ,SG,IN+ESS,LGSPEC6;4.61076e-05
eptembõr;>;INS;s;N,SG,IN+ESS;4.6063e-05
tūļ;>;INS;ld;N,PL,NOM;4.60185e-05
uk;>;DEL;ā;N,PL,IN+ALL;4.5974e-05
da;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,3;4.59295e-05
vīțsõn;>;DEL;ā;N,SG,PRT;4.58851e-05
lda;>;INS;uļ;V,ACT,FIN,IND,POS,PST,SG,3;4.58408e-05
ī;dõ>;INS;ji;V,ACT,FIN,QUOT,POS,PRS,PL,2;4.57964e-05
l;>;INS;lõd;N,PL,GEN;4.57521e-05
a;>;INS;ȯļ;V,ACT,FIN,IND,POS,PST,SG,3;4.57079e-05
k;>;DEL;a;N,PL,IN+ABL;4.56637e-05
ānda;>;INS;nkstõ;V,ACT,FIN,COND,NEG,PRS,PL,3;4.56195e-05
blēḑ;>;INS;šõ;N,SG,IN+ESS;4.55754e-05
īdõ;>;INS;ž;V,ACT,FIN,IND,POS,PST,SG,1;4.55313e-05
l;da>;INS;gõ;V,ACT,FIN,LGSPEC1,POS,PRS,PL,3;4.54873e-05
utõmläpš;>;INS;apsõn;N,SG,DAT;4.54433e-05
nalōg;>;INS;iž;N,PL,IN+ALL;4.53994e-05
azūmsõ;>;DEL;nā;N,PL,IN+ABL;4.53555e-05
janvār;>;INS;õks;N,SG,INS;4.53116e-05
k;>;DEL;ā;N,PL,IN+ALL;4.52678e-05
istõnz;>;INS;dõks;ADJ,SG,INS;4.5224e-05
oistõn;>;DEL;z;ADJ,PL,IN+ESS;4.51803e-05
ougust;>;INS;õdõn;N,PL,DAT;4.51366e-05
<p;a>;DEL;ānd;V,ACT,FIN,LGSPEC1,POS,PRS,SG,3;4.5093e-05
lla;>;INS;n;ADJ,SG,DAT;4.50493e-05
<võțīm;>;INS;õd;N,PL,NOM;4.50058e-05
itanai;>;INS;zõst;N,SG,IN+ABL;4.49623e-05
iški;>;INS;žiz;N,PL,IN+ALL;4.49188e-05
zta;s>;INS;ssõk;N,SG,INS;4.48753e-05
lill;>;DEL;a;ADJ,PL,IN+ALL;4.48319e-05
msõn;>;DEL;ā;N,SG,IN+ALL;4.47886e-05
nvār;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.47453e-05
blēḑ;>;INS;ist;ADJ,PL,IN+ABL;4.4702e-05
rtitīv;>;INS;õdõn;N,PL,DAT;4.46588e-05
nda;>;INS;nmõst;V,ACT,FIN,DEB,POS,PRS,SG,1;4.46156e-05
uod;>;INS;īst;N,PL,IN+ABL;4.45725e-05
ana;>;DEL;i;N,SG,PRT;4.45294e-05
nda;>;INS;nmõ;V,ACT,FIN,IND,NEG,PST,PL,1;4.44863e-05
kaš;>;INS;šõ;N,SG,IN+ALL;4.44433e-05
õnz;>;INS;dõs;ADJ,SG,IN+ESS;4.44003e-05
lda;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,3;4.43574e-05
oistõnz;>;INS;dst;ADJ,SG,IN+ABL,LGSPEC6;4.43145e-05
ǟ;>;DEL;dõ;V,ACT,FIN,COND,POS,PRS,SG,1;4.42716e-05
smõ;>;DEL;z;ADJ,PL,GEN;4.42288e-05
k;i>;INS;iž;N,PL,PRT;4.4186e-05
ŗ;m>;INS;r;N,SG,PRT;4.41433e-05
štīng;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.41006e-05
jemā;>;INS;mõ;N,SG,IN+ALL;4.4058e-05
kūlõ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,3;4.40154e-05
ošõ;>;INS;st;ADJ,SG,IN+ABL;4.39728e-05
pȯi;s>;INS;sõk;N,SG,INS;4.39303e-05
īez;>;INS;d;N,PL,NOM;4.38878e-05
dīļ;>;INS;õ;N,SG,IN+ALL;4.38454e-05
š;>;INS;īd;ADJ,PL,NOM;4.3803e-05
pǟva;>;INS;äuvḑi;N,PL,PRT;4.37606e-05
līdõ;>;INS;b;V,ACT,FIN,IND,POS,PRS,SG,3;4.37183e-05
je;lõ>;DEL;l;V,ACT,FIN,DEB,POS,PRS,PL,2;4.3676e-05
tīv;>;INS;ist;N,PL,IN+ABL;4.36338e-05
ptembõr;>;INS;s;N,SG,IN+ESS;4.35916e-05
