Left;Right;Operation;Object;MorphFeatures;Weight
re;>;INS;hi;V,SBJV,PRS,1,SG;7.91738e-05
isdir;e>;INS;c;V,IND,PST,3,PL,IPFV;7.91423e-05
e;>;INS;iamo;V,SBJV,PRS,1,PL;7.91107e-05
indeboli;>;DEL;re;V,IND,PST,2,SG,PFV;7.90792e-05
azzimars;>;DEL;i;V,SBJV,PST,2,PL;7.90477e-05
ervader;>;DEL;e;V,IND,PST,3,PL,PFV;7.90162e-05
aghirs;>;DEL;i;V,IND,PRS,3,PL;7.89847e-05
d;>;DEL;are;V,IND,PRS,1,SG;7.89532e-05
lli;e>;DEL;r;V,IND,PST,2,PL,PFV;7.89217e-05
li;e>;DEL;r;V,IND,PST,2,PL,PFV;7.88903e-05
acrifica;rsi>;INS;he;V,COND,2,SG;7.88588e-05
molog;>;DEL;are;V,SBJV,PRS,3,SG;7.88274e-05
e;>;INS;a;V,SBJV,PRS,2,SG;7.87959e-05
re;>;INS;ci;V,POS,IMP,2,SG;7.87645e-05
ieca;re>;INS;he;V,COND,1,PL;7.87331e-05
invent;>;DEL;arsi;V,IND,FUT,1,SG;7.87018e-05
ncall;>;DEL;ire;V,IND,PST,3,SG,PFV;7.86704e-05
nge;si>;DEL;r;V,SBJV,PST,2,SG;7.8639e-05
ndeboli;>;DEL;re;V,IND,PST,2,SG,PFV;7.86077e-05
iprend;>;DEL;ere;V,IND,PRS,1,PL;7.85763e-05
avviticch;i>;DEL;iars;V,SBJV,PRS,3,PL;7.8545e-05
nz;ire>;INS;iv;V,IND,PST,2,SG,IPFV;7.85137e-05
uard;re>;DEL;a;V,COND,3,PL;7.84824e-05
fica;re>;INS;he;V,COND,3,SG;7.84511e-05
percuoter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.84199e-05
balordirs;i>;INS;amoc;V,POS,IMP,1,PL;7.83886e-05
spa;re>;DEL;ri;V,IND,PST,3,SG,PFV;7.83574e-05
intui;>;DEL;re;V,IND,PST,1,PL,PFV;7.83261e-05
e;>;INS;ci;V,POS,IMP,2,SG;7.82949e-05
bbass;re>;DEL;a;V,IND,FUT,1,PL;7.82637e-05
scherz;e>;DEL;ar;V,IND,FUT,2,SG;7.82325e-05
sdir;e>;INS;c;V,IND,PST,3,PL,IPFV;7.82013e-05
ghirs;>;DEL;i;V,IND,PRS,3,PL;7.81701e-05
alle;i>;DEL;ars;V,SBJV,PRS,1,SG;7.8139e-05
d;ersi>;INS;evat;V,IND,PST,2,PL,IPFV;7.81078e-05
tarsi;>;INS;mo;V,SBJV,PST,1,PL;7.80767e-05
crifica;rsi>;INS;he;V,COND,2,SG;7.80456e-05
tossic;>;DEL;arsi;V,IND,FUT,2,PL;7.80145e-05
rvader;>;DEL;e;V,IND,PST,3,PL,PFV;7.79834e-05
e;>;INS;hi;V,SBJV,PRS,1,SG;7.79523e-05
g;re>;DEL;ia;V,COND,3,SG;7.79212e-05
eca;re>;INS;he;V,COND,1,PL;7.78901e-05
ific;i>;DEL;ars;V,SBJV,PRS,1,PL;7.78591e-05
deboli;>;DEL;re;V,IND,PST,2,SG,PFV;7.7828e-05
pp;re>;DEL;a;V,COND,1,PL;7.7797e-05
ercuoter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.7766e-05
nvent;>;DEL;arsi;V,IND,FUT,1,SG;7.7735e-05
zzimars;>;DEL;i;V,SBJV,PST,2,PL;7.7704e-05
mmette;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.76731e-05
ge;si>;DEL;r;V,SBJV,PST,2,SG;7.76421e-05
svigorire;>;INS;ai;V,IND,FUT,2,SG;7.76111e-05
vviticch;i>;DEL;iars;V,SBJV,PRS,3,PL;7.75802e-05
amplific;e>;DEL;ar;V,IND,FUT,1,SG;7.75493e-05
olog;>;DEL;are;V,SBJV,PRS,3,SG;7.75184e-05
arsi;>;INS;herebbero;V,COND,3,PL;7.74875e-05
z;ire>;INS;iv;V,IND,PST,2,SG,IPFV;7.74566e-05
dir;e>;INS;c;V,IND,PST,3,PL,IPFV;7.74257e-05
alordirs;i>;INS;amoc;V,POS,IMP,1,PL;7.73948e-05
rifica;rsi>;INS;he;V,COND,2,SG;7.7364e-05
ard;re>;DEL;a;V,COND,3,PL;7.73331e-05
marci;>;DEL;are;V,IND,FUT,2,SG;7.73023e-05
bass;re>;DEL;a;V,IND,FUT,1,PL;7.72715e-05
mette;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.72407e-05
sillab;are>;INS;i;V,POS,IMP,1,PL;7.72099e-05
za;si>;DEL;r;V,SBJV,PST,3,SG;7.71791e-05
pa;re>;DEL;ri;V,IND,PST,3,SG,PFV;7.71484e-05
ersi;>;INS;o;V,IND,PRS,1,SG;7.71176e-05
dimung;ere>;INS;s;V,IND,PST,3,PL,PFV;7.70869e-05
eboli;>;DEL;re;V,IND,PST,2,SG,PFV;7.70562e-05
lle;i>;DEL;ars;V,SBJV,PRS,1,SG;7.70254e-05
rinvenire;>;INS;ro;V,IND,PST,3,PL,PFV;7.69947e-05
e;>;INS;scono;V,IND,PRS,3,PL;7.6964e-05
norridir;e>;INS;sc;V,IND,PRS,3,SG;7.69008e-05
hirs;>;DEL;i;V,IND,PRS,3,PL;7.68682e-05
ifica;rsi>;INS;he;V,COND,2,SG;7.68356e-05
raffredd;>;DEL;arsi;V,IND,FUT,3,SG;7.6803e-05
riavvent;i>;DEL;ars;V,COND,1,SG;7.67704e-05
i;e>;DEL;r;V,IND,PST,2,PL,PFV;7.67379e-05
im;>;DEL;are;V,POS,IMP,3,SG;7.67054e-05
vent;>;DEL;arsi;V,IND,FUT,1,SG;7.66729e-05
ar;e>;INS;t;V,POS,IMP,2,PL;7.66404e-05
zimars;>;DEL;i;V,SBJV,PST,2,PL;7.66079e-05
sfoli;e>;DEL;ar;V,IND,FUT,3,SG;7.65754e-05
rcuoter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.6543e-05
vigorire;>;INS;ai;V,IND,FUT,2,SG;7.65105e-05
iverb;re>;DEL;a;V,IND,FUT,1,PL;7.64781e-05
esfoli;e>;DEL;ar;V,IND,FUT,3,SG;7.64457e-05
lordirs;i>;INS;amoc;V,POS,IMP,1,PL;7.64133e-05
arci;>;DEL;are;V,IND,FUT,2,SG;7.63809e-05
imung;ere>;INS;s;V,IND,PST,3,PL,PFV;7.63485e-05
log;>;DEL;are;V,SBJV,PRS,3,SG;7.63161e-05
p;re>;DEL;a;V,COND,1,PL;7.62838e-05
all;>;DEL;ire;V,IND,PST,3,SG,PFV;7.62514e-05
zir;>;DEL;si;V,COND,3,PL;7.62191e-05
vader;>;DEL;e;V,IND,PST,3,PL,PFV;7.61868e-05
ass;re>;DEL;a;V,IND,FUT,1,PL;7.61545e-05
foli;e>;DEL;ar;V,IND,FUT,3,SG;7.61222e-05
fic;i>;DEL;ars;V,SBJV,PRS,1,PL;7.609e-05
e;si>;DEL;r;V,SBJV,PST,2,SG;7.60577e-05
rsi;>;INS;herebbero;V,COND,3,PL;7.60255e-05
incupire;>;INS;i;V,COND,1,SG;7.59933e-05
antenere;>;INS;iamo;V,POS,IMP,1,PL;7.59611e-05
trivell;e>;DEL;ar;V,IND,FUT,2,SG;7.59289e-05
iaggreg;re>;DEL;a;V,COND,3,PL;7.58967e-05
a;re>;DEL;ri;V,IND,PST,3,SG,PFV;7.58645e-05
affredd;>;DEL;arsi;V,IND,FUT,3,SG;7.58323e-05
r;si>;INS;ndo;V.CVB,PRS;7.58002e-05
intabacc;e>;DEL;ar;V,IND,FUT,3,PL;7.57681e-05
la;i>;DEL;rs;V,IND,PST,1,SG,PFV;7.5736e-05
ir;e>;INS;c;V,IND,PST,3,PL,IPFV;7.57039e-05
tui;>;DEL;re;V,IND,PST,1,PL,PFV;7.56718e-05
ir;i>;DEL;s;V,IND,FUT,2,SG;7.56397e-05
rsi;>;INS;to;V.PTCP,PST;7.56076e-05
imars;>;DEL;i;V,SBJV,PST,2,PL;7.55756e-05
branc;>;DEL;are;V,IND,PST,3,SG,PFV;7.55435e-05
ntabacc;e>;DEL;ar;V,IND,FUT,3,PL;7.55115e-05
end;>;DEL;ere;V,IND,PRS,1,PL;7.54795e-05
a;re>;INS;he;V,COND,1,PL;7.54475e-05
cherz;e>;DEL;ar;V,IND,FUT,2,SG;7.54155e-05
verb;re>;DEL;a;V,IND,FUT,1,PL;7.53836e-05
ordirs;i>;INS;amoc;V,POS,IMP,1,PL;7.53516e-05
igorire;>;INS;ai;V,IND,FUT,2,SG;7.53197e-05
plific;e>;DEL;ar;V,IND,FUT,1,SG;7.52878e-05
decalcificare;>;INS;hi;V,SBJV,PRS,2,SG;7.52559e-05
iavvent;i>;DEL;ars;V,COND,1,SG;7.5224e-05
mung;ere>;INS;s;V,IND,PST,3,PL,PFV;7.51921e-05
llab;are>;INS;i;V,POS,IMP,1,PL;7.51602e-05
nvenire;>;INS;ro;V,IND,PST,3,PL,PFV;7.51283e-05
m;>;DEL;are;V,POS,IMP,3,SG;7.50965e-05
ent;>;DEL;arsi;V,IND,FUT,1,SG;7.50647e-05
d;re>;DEL;a;V,COND,3,PL;7.50328e-05
ic;i>;DEL;ars;V,SBJV,PRS,1,PL;7.5001e-05
sic;>;DEL;arsi;V,IND,FUT,2,PL;7.49692e-05
rs;i>;INS;e;V,COND,1,SG;7.49375e-05
ader;>;DEL;e;V,IND,PST,3,PL,PFV;7.49057e-05
boli;>;DEL;re;V,IND,PST,2,SG,PFV;7.4874e-05
ntenere;>;INS;iamo;V,POS,IMP,1,PL;7.48422e-05
ncupire;>;INS;i;V,COND,1,SG;7.48105e-05
rridir;e>;INS;sc;V,IND,PRS,3,SG;7.47788e-05
rivell;e>;DEL;ar;V,IND,FUT,2,SG;7.47471e-05
avvolgere;>;INS;a;V,SBJV,PRS,2,SG;7.47154e-05
aviment;re>;DEL;a;V,IND,FUT,2,PL;7.46837e-05
ir;>;DEL;si;V,COND,3,PL;7.46521e-05
bel;>;DEL;are;V,SBJV,PRS,3,PL;7.46204e-05
rappresent;i>;DEL;ars;V,SBJV,PRS,3,PL;7.45888e-05
aggreg;re>;DEL;a;V,COND,3,PL;7.45572e-05
vvolgere;>;INS;a;V,SBJV,PRS,2,SG;7.45256e-05
si;>;INS;herebbero;V,COND,3,PL;7.4494e-05
e;i>;DEL;ars;V,SBJV,PRS,1,SG;7.44624e-05
ll;>;DEL;ire;V,IND,PST,3,SG,PFV;7.44309e-05
rci;>;DEL;are;V,IND,FUT,2,SG;7.43993e-05
anc;>;DEL;are;V,IND,PST,3,SG,PFV;7.43678e-05
ffredd;>;DEL;arsi;V,IND,FUT,3,SG;7.43363e-05
uoter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.43047e-05
rs;>;DEL;i;V,SBJV,PST,2,PL;7.42733e-05
erb;re>;DEL;a;V,IND,FUT,1,PL;7.42418e-05
herz;e>;DEL;ar;V,IND,FUT,2,SG;7.42103e-05
ette;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.41788e-05
ritrar;>;DEL;si;V,IND,FUT,1,PL;7.41474e-05
rdirs;i>;INS;amoc;V,POS,IMP,1,PL;7.4116e-05
gorire;>;INS;ai;V,IND,FUT,2,SG;7.40846e-05
dischiud;>;DEL;ere;V,SBJV,PRS,1,PL;7.40532e-05
ss;re>;DEL;a;V,IND,FUT,1,PL;7.40218e-05
mars;>;DEL;i;V,SBJV,PST,2,PL;7.39904e-05
tte;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.3959e-05
ui;>;DEL;re;V,IND,PST,1,PL,PFV;7.39277e-05
lific;e>;DEL;ar;V,IND,FUT,1,SG;7.38963e-05
re;>;INS;à;V,IND,FUT,3,SG;7.3865e-05
ar;>;DEL;si;V,IND,PST,3,PL,PFV;7.38337e-05
ppresent;i>;DEL;ars;V,SBJV,PRS,3,PL;7.38024e-05
re;>;INS;ò;V,IND,FUT,1,SG;7.37711e-05
der;>;DEL;e;V,IND,PST,3,PL,PFV;7.37399e-05
s;re>;DEL;a;V,IND,FUT,1,PL;7.37086e-05
re;>;INS;anno;V,IND,FUT,3,PL;7.36774e-05
rs;>;DEL;i;V,IND,PST,2,PL,PFV;7.36461e-05
ivell;e>;DEL;ar;V,IND,FUT,2,SG;7.36149e-05
tabacc;e>;DEL;ar;V,IND,FUT,3,PL;7.35837e-05
paviment;re>;DEL;a;V,IND,FUT,2,PL;7.35525e-05
venire;>;INS;ro;V,IND,PST,3,PL,PFV;7.35213e-05
ung;ere>;INS;s;V,IND,PST,3,PL,PFV;7.34902e-05
tenere;>;INS;iamo;V,POS,IMP,1,PL;7.3459e-05
cupire;>;INS;i;V,COND,1,SG;7.34279e-05
ossid;i>;DEL;ars;V,SBJV,PRS,1,SG;7.33968e-05
ridir;e>;INS;sc;V,IND,PRS,3,SG;7.33657e-05
ggreg;re>;DEL;a;V,COND,3,PL;7.33346e-05
ischiud;>;DEL;ere;V,SBJV,PRS,1,PL;7.33035e-05
li;e>;DEL;ar;V,IND,FUT,3,SG;7.32724e-05
rz;e>;DEL;ar;V,IND,FUT,2,SG;7.32414e-05
calcificare;>;INS;hi;V,SBJV,PRS,2,SG;7.32103e-05
nd;>;DEL;ere;V,IND,PRS,1,PL;7.31793e-05
c;i>;DEL;ars;V,SBJV,PRS,1,PL;7.31483e-05
ci;>;DEL;are;V,IND,FUT,2,SG;7.31173e-05
ved;re>;DEL;e;V,COND,2,PL;7.30863e-05
segu;si>;DEL;ir;V.CVB,PRS;7.30553e-05
volgere;>;INS;a;V,SBJV,PRS,2,SG;7.30243e-05
maramaldegg;re>;DEL;ia;V,IND,FUT,2,PL;7.29934e-05
present;i>;DEL;ars;V,SBJV,PRS,3,PL;7.29624e-05
avvilire;>;INS;sca;V,SBJV,PRS,3,SG;7.29315e-05
rb;re>;DEL;a;V,IND,FUT,1,PL;7.29006e-05
erz;e>;DEL;ar;V,IND,FUT,2,SG;7.28697e-05
l;>;DEL;ire;V,IND,PST,3,SG,PFV;7.28388e-05
fredd;>;DEL;arsi;V,IND,FUT,3,SG;7.28079e-05
oter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.27771e-05
icch;i>;DEL;iars;V,SBJV,PRS,3,PL;7.27462e-05
orire;>;INS;ai;V,IND,FUT,2,SG;7.27154e-05
el;>;DEL;are;V,SBJV,PRS,3,PL;7.26846e-05
c;>;DEL;are;V,IND,PST,3,SG,PFV;7.26537e-05
ific;e>;DEL;ar;V,IND,FUT,1,SG;7.26229e-05
vvent;i>;DEL;ars;V,COND,1,SG;7.25922e-05
greg;re>;DEL;a;V,COND,3,PL;7.25614e-05
abacc;e>;DEL;ar;V,IND,FUT,3,PL;7.25306e-05
resent;i>;DEL;ars;V,SBJV,PRS,3,PL;7.24999e-05
i;>;INS;herebbero;V,COND,3,PL;7.24692e-05
g;>;DEL;are;V,SBJV,PRS,3,SG;7.24384e-05
ssid;i>;DEL;ars;V,SBJV,PRS,1,SG;7.24077e-05
idir;e>;INS;sc;V,IND,PRS,3,SG;7.23771e-05
ab;are>;INS;i;V,POS,IMP,1,PL;7.23464e-05
ng;ere>;INS;s;V,IND,PST,3,PL,PFV;7.23157e-05
vell;e>;DEL;ar;V,IND,FUT,2,SG;7.22851e-05
c;>;DEL;are;V,POS,IMP,3,SG;7.22544e-05
s;>;DEL;i;V,IND,PRS,3,PL;7.22238e-05
i;>;DEL;re;V,IND,PST,1,PL,PFV;7.21932e-05
schiud;>;DEL;ere;V,SBJV,PRS,1,PL;7.21626e-05
s;i>;INS;e;V,COND,1,SG;7.2132e-05
nc;>;DEL;are;V,IND,PST,3,SG,PFV;7.21014e-05
fiocc;>;DEL;are;V,IND,PRS,1,SG;7.20709e-05
gripp;>;DEL;arsi;V,IND,FUT,1,PL;7.20403e-05
ed;re>;DEL;e;V,COND,2,PL;7.20098e-05
ntrappesa;i>;DEL;rs;V,POS,IMP,2,SG;7.19792e-05
preludi;are>;INS;av;V,IND,PST,3,SG,IPFV;7.19487e-05
viment;re>;DEL;a;V,IND,FUT,2,PL;7.19182e-05
inacet;ire>;INS;isc;V,IND,PRS,2,SG;7.18878e-05
trar;>;DEL;si;V,IND,FUT,1,PL;7.18573e-05
vent;i>;DEL;ars;V,COND,1,SG;7.18268e-05
b;re>;DEL;a;V,IND,FUT,1,PL;7.17964e-05
te;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.17659e-05
svillanegg;>;DEL;iarsi;V,COND,3,PL;7.17355e-05
d;>;DEL;ere;V,IND,PRS,1,PL;7.17051e-05
olgere;>;INS;a;V,SBJV,PRS,2,SG;7.16747e-05
reinserir;>;DEL;si;V,COND,1,PL;7.16443e-05
cch;i>;DEL;iars;V,SBJV,PRS,3,PL;7.1614e-05
avvedersi;>;INS;emmo;V,COND,1,PL;7.15836e-05
nere;>;INS;iamo;V,POS,IMP,1,PL;7.15533e-05
b;are>;INS;i;V,POS,IMP,1,PL;7.1523e-05
egu;si>;DEL;ir;V.CVB,PRS;7.14926e-05
ramaldegg;re>;DEL;ia;V,IND,FUT,2,PL;7.14623e-05
a;rsi>;INS;he;V,COND,2,SG;7.1432e-05
c;>;DEL;arsi;V,IND,FUT,2,PL;7.14018e-05
sanificare;>;INS;hino;V,SBJV,PRS,3,PL;7.13715e-05
racchiud;e>;DEL;er;V,IND,PST,2,SG,IPFV;7.13412e-05
pire;>;INS;i;V,COND,1,SG;7.1311e-05
nire;>;INS;ro;V,IND,PST,3,PL,PFV;7.12808e-05
sid;i>;DEL;ars;V,SBJV,PRS,1,SG;7.12506e-05
bacc;e>;DEL;ar;V,IND,FUT,3,PL;7.12204e-05
opir;e>;INS;ent;V.PTCP,PRS;7.11902e-05
ell;e>;DEL;ar;V,IND,FUT,2,SG;7.116e-05
i;>;DEL;are;V,IND,FUT,2,SG;7.11298e-05
l;>;DEL;are;V,SBJV,PRS,3,PL;7.10997e-05
nacet;ire>;INS;isc;V,IND,PRS,2,SG;7.10696e-05
amaldegg;re>;DEL;ia;V,IND,FUT,2,PL;7.10394e-05
dir;e>;INS;sc;V,IND,PRS,3,SG;7.10093e-05
domina;si>;DEL;r;V.CVB,PRS;7.09792e-05
chiud;>;DEL;ere;V,SBJV,PRS,1,PL;7.09491e-05
immolarsi;>;INS;mmo;V,IND,PST,1,PL,PFV;7.09191e-05
reludi;are>;INS;av;V,IND,PST,3,SG,IPFV;7.0889e-05
iocc;>;DEL;are;V,IND,PRS,1,SG;7.08589e-05
rsi;>;INS;te;V,IND,PST,2,PL,PFV;7.08289e-05
eclam;are>;INS;i;V,IND,PRS,1,PL;7.07989e-05
einserir;>;DEL;si;V,COND,1,PL;7.07689e-05
acchiud;e>;DEL;er;V,IND,PST,2,SG,IPFV;7.07389e-05
gu;si>;DEL;ir;V.CVB,PRS;7.07089e-05
villanegg;>;DEL;iarsi;V,COND,3,PL;7.06789e-05
sovrespo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;7.0649e-05
diffrangersi;>;INS;ono;V,IND,PRS,3,PL;7.0619e-05
lgere;>;INS;a;V,SBJV,PRS,2,SG;7.05891e-05
vvedersi;>;INS;emmo;V,COND,1,PL;7.05592e-05
i;>;DEL;re;V,IND,PST,2,SG,PFV;7.05293e-05
i;e>;DEL;ar;V,IND,FUT,3,SG;7.04994e-05
e;e>;DEL;r;V,IND,PST,2,PL,IPFV;7.04695e-05
z;e>;DEL;ar;V,IND,FUT,2,SG;7.04396e-05
eg;re>;DEL;a;V,COND,3,PL;7.04098e-05
er;e>;INS;ss;V,IND,PST,3,SG,PFV;7.03799e-05
edd;>;DEL;arsi;V,IND,FUT,3,SG;7.03501e-05
rar;>;DEL;si;V,IND,FUT,1,PL;7.03203e-05
rs;i>;INS;amoc;V,POS,IMP,1,PL;7.02905e-05
istabil;i>;DEL;irs;V,IND,PST,2,PL,IPFV;7.02607e-05
d;re>;DEL;e;V,COND,2,PL;7.02309e-05
rappesa;i>;DEL;rs;V,POS,IMP,2,SG;7.02011e-05
riguarda;si>;DEL;r;V,SBJV,PST,2,SG;7.01714e-05
testimoni;e>;DEL;ar;V,IND,FUT,2,SG;7.01416e-05
criticars;i>;INS;h;V,SBJV,PRS,2,SG;7.01119e-05
isal;>;DEL;ire;V,POS,IMP,3,SG;7.00822e-05
vilire;>;INS;sca;V,SBJV,PRS,3,SG;7.00525e-05
esent;i>;DEL;ars;V,SBJV,PRS,3,PL;7.00228e-05
ire;>;INS;i;V,COND,1,SG;6.99931e-05
ent;re>;DEL;a;V,IND,FUT,2,PL;6.99634e-05
mmolarsi;>;INS;mmo;V,IND,PST,1,PL,PFV;6.99338e-05
ire;>;INS;ro;V,IND,PST,3,PL,PFV;6.99041e-05
acet;ire>;INS;isc;V,IND,PRS,2,SG;6.98745e-05
s;>;DEL;i;V,SBJV,PST,2,PL;6.98449e-05
maldegg;re>;DEL;ia;V,IND,FUT,2,PL;6.98153e-05
i;re>;DEL;a;V,COND,2,SG;6.97857e-05
hiud;>;DEL;ere;V,SBJV,PRS,1,PL;6.97561e-05
ripp;>;DEL;arsi;V,IND,FUT,1,PL;6.97265e-05
omina;si>;DEL;r;V.CVB,PRS;6.9697e-05
ir;e>;INS;sc;V,IND,PRS,3,SG;6.96674e-05
ll;e>;DEL;ar;V,IND,FUT,2,SG;6.96379e-05
id;i>;DEL;ars;V,SBJV,PRS,1,SG;6.96084e-05
illanegg;>;DEL;iarsi;V,COND,3,PL;6.95789e-05
nificare;>;INS;hino;V,SBJV,PRS,3,PL;6.95494e-05
inserir;>;DEL;si;V,COND,1,PL;6.95199e-05
etroagi;>;DEL;re;V,IND,PRS,3,PL;6.94904e-05
ire;>;INS;anno;V,IND,FUT,3,PL;6.9461e-05
u;si>;DEL;ir;V.CVB,PRS;6.94315e-05
cchiud;e>;DEL;er;V,IND,PST,2,SG,IPFV;6.94021e-05
gere;>;INS;a;V,SBJV,PRS,2,SG;6.93727e-05
molarsi;>;INS;mmo;V,IND,PST,1,PL,PFV;6.93433e-05
iguarda;si>;DEL;r;V,SBJV,PST,2,SG;6.93139e-05
appesa;i>;DEL;rs;V,POS,IMP,2,SG;6.92845e-05
depell;e>;DEL;er;V,IND,PST,3,PL,IPFV;6.92551e-05
corrod;e>;DEL;er;V,IND,PST,1,PL,PFV;6.92258e-05
riconc;e>;DEL;eder;V,IND,PST,1,SG,PFV;6.91964e-05
e;>;INS;vo;V,IND,PST,1,SG,IPFV;6.91671e-05
g;re>;DEL;a;V,COND,3,PL;6.91378e-05
ilire;>;INS;sca;V,SBJV,PRS,3,SG;6.91085e-05
sent;i>;DEL;ars;V,SBJV,PRS,3,PL;6.90792e-05
guarda;si>;DEL;r;V,SBJV,PST,2,SG;6.90499e-05
dd;>;DEL;arsi;V,IND,FUT,3,SG;6.90207e-05
r;e>;INS;ss;V,IND,PST,3,SG,PFV;6.89914e-05
nserir;>;DEL;si;V,COND,1,PL;6.89622e-05
nt;re>;DEL;a;V,IND,FUT,2,PL;6.89329e-05
sal;>;DEL;ire;V,POS,IMP,3,SG;6.89037e-05
ser;>;DEL;arsi;V,COND,2,PL;6.88745e-05
s;i>;INS;amoc;V,POS,IMP,1,PL;6.88453e-05
h;i>;DEL;iars;V,SBJV,PRS,3,PL;6.88161e-05
ar;>;DEL;si;V,IND,FUT,1,PL;6.8787e-05
mina;si>;DEL;r;V.CVB,PRS;6.87578e-05
ffrangersi;>;INS;ono;V,IND,PRS,3,PL;6.87286e-05
llanegg;>;DEL;iarsi;V,COND,3,PL;6.86995e-05
ludi;are>;INS;av;V,IND,PST,3,SG,IPFV;6.86704e-05
<adagia;>;DEL;rsi;V,SBJV,PRS,1,PL;6.86413e-05
edersi;>;INS;emmo;V,COND,1,PL;6.86122e-05
re;>;INS;ro;V,IND,PST,3,PL,PFV;6.85831e-05
ipp;>;DEL;arsi;V,IND,FUT,1,PL;6.8554e-05
iud;>;DEL;ere;V,SBJV,PRS,1,PL;6.8525e-05
troagi;>;DEL;re;V,IND,PRS,3,PL;6.84959e-05
chiud;e>;DEL;er;V,IND,PST,2,SG,IPFV;6.84669e-05
ovrespo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.84379e-05
riticars;i>;INS;h;V,SBJV,PRS,2,SG;6.84089e-05
e;e>;DEL;r;V.PTCP,PRS;6.83799e-05
i;i>;DEL;rs;V,IND,PST,1,SG,PFV;6.83509e-05
r;e>;INS;sc;V,IND,PRS,3,SG;6.83219e-05
d;i>;DEL;ars;V,SBJV,PRS,1,SG;6.8293e-05
ppesa;i>;DEL;rs;V,POS,IMP,2,SG;6.8264e-05
tabil;i>;DEL;irs;V,IND,PST,2,PL,IPFV;6.82351e-05
ettere;>;INS;à;V,IND,FUT,3,SG;6.82062e-05
si;>;INS;mmo;V,IND,PST,1,PL,PFV;6.81772e-05
al;>;DEL;ire;V,POS,IMP,3,SG;6.81483e-05
ir;e>;INS;ent;V.PTCP,PRS;6.81195e-05
orrod;e>;DEL;er;V,IND,PST,1,PL,PFV;6.80906e-05
adagia;>;DEL;rsi;V,SBJV,PRS,1,PL;6.80617e-05
iconc;e>;DEL;eder;V,IND,PST,1,SG,PFV;6.80329e-05
timoni;e>;DEL;ar;V,IND,FUT,2,SG;6.8004e-05
lanegg;>;DEL;iarsi;V,COND,3,PL;6.79752e-05
reclam;are>;INS;i;V,IND,PRS,1,PL;6.79464e-05
ina;si>;DEL;r;V.CVB,PRS;6.79176e-05
frangersi;>;INS;ono;V,IND,PRS,3,PL;6.78888e-05
udi;are>;INS;av;V,IND,PST,3,SG,IPFV;6.786e-05
cc;>;DEL;are;V,IND,PRS,1,SG;6.78313e-05
t;i>;DEL;ars;V,COND,1,SG;6.78025e-05
riferirsi;>;INS;anno;V,IND,FUT,3,PL;6.77738e-05
et;ire>;INS;isc;V,IND,PRS,2,SG;6.77451e-05
dersi;>;INS;emmo;V,COND,1,PL;6.77163e-05
agghinda;i>;DEL;rs;V,POS,IMP,2,PL;6.76876e-05
iticars;i>;INS;h;V,SBJV,PRS,2,SG;6.76589e-05
serir;>;DEL;si;V,COND,1,PL;6.76303e-05
icare;>;INS;hi;V,SBJV,PRS,2,SG;6.76016e-05
uarda;si>;DEL;r;V,SBJV,PST,2,SG;6.75729e-05
vrespo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.75443e-05
giustificarsi;>;INS;herete;V,IND,FUT,2,PL;6.75157e-05
pp;>;DEL;arsi;V,IND,FUT,1,PL;6.74871e-05
riann;e>;DEL;etter;V.PTCP,PST;6.74585e-05
roagi;>;DEL;re;V,IND,PRS,3,PL;6.74299e-05
pesa;i>;DEL;rs;V,POS,IMP,2,SG;6.74013e-05
r;>;DEL;si;V,IND,FUT,1,PL;6.73727e-05
er;>;DEL;arsi;V,COND,2,PL;6.73441e-05
pror;pere>;DEL;om;V,IND,PST,3,SG,PFV;6.73156e-05
pell;e>;DEL;er;V,IND,PST,3,PL,IPFV;6.72871e-05
rrod;e>;DEL;er;V,IND,PST,1,PL,PFV;6.72586e-05
degg;re>;DEL;ia;V,IND,FUT,2,PL;6.723e-05
iserv;i>;DEL;ars;V,IND,PRS,2,SG;6.72015e-05
scorific;e>;DEL;ar;V,IND,FUT,3,SG;6.71731e-05
arsi;>;INS;mmo;V,IND,PST,1,PL,PFV;6.71446e-05
e;>;INS;ro;V,IND,PST,3,PL,PFV;6.71161e-05
e;>;INS;iamo;V,POS,IMP,1,PL;6.70877e-05
di;are>;INS;av;V,IND,PST,3,SG,IPFV;6.70592e-05
fidecommettere;>;INS;a;V,SBJV,PRS,3,SG;6.70308e-05
gghinda;i>;DEL;rs;V,POS,IMP,2,PL;6.70024e-05
i;>;DEL;re;V,IND,PRS,3,PL;6.6974e-05
iustificarsi;>;INS;herete;V,IND,FUT,2,PL;6.69456e-05
